"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id"
"LOC105041643",3287.54085014298,-3.39076631219534,0.272278922037263,-12.4532824165188,1.34209774028365e-35,1.01185222299119e-32,"LOC105041643"
"LOC105052980",4396.96719029897,-2.51822019796752,0.204247383550216,-12.3292653947187,6.30186066759544e-35,4.59791885740883e-32,"LOC105052980"
"LOC105051322",1628.70710321777,-4.2678228524132,0.350331038773123,-12.1822572940135,3.86436179936247e-34,2.73137922431189e-31,"LOC105051322"
"LOC105050253",276.556390994653,-5.41929522190548,0.458651173636198,-11.8157230012978,3.23751708324427e-32,2.21897458753996e-29,"LOC105050253"
"LOC105050826",357.278348264495,6.1838043498639,0.525943087098343,11.7575541946568,6.45779510350344e-32,4.29595322503061e-29,"LOC105050826"
"LOC105034279",1479.98121292114,4.02507001525576,0.344443622937729,11.6857150117232,1.50805110756597e-31,9.7454571288363e-29,"LOC105034279"
"LOC105060890",377.361509638655,3.97052623482355,0.347306868441037,11.4323285705409,2.88273032942529e-30,1.81115540530392e-27,"LOC105060890"
"LOC105035104",4854.25465862616,-2.34976734474546,0.206635964732637,-11.3715313197573,5.79616810554085e-30,3.54318189759792e-27,"LOC105035104"
"LOC105058076",370.02300841018,-4.21060925237646,0.371122736466666,-11.3455976652475,7.79915349417457e-30,4.64213825608528e-27,"LOC105058076"
"LOC105043427",784.565239047094,-2.9207088764208,0.258689156230662,-11.2904186591282,1.46337963530555e-29,8.48685143367718e-27,"LOC105043427"
"LOC105055678",649.240221060754,3.48987774274652,0.309486853732881,11.2763359756749,1.71751421839186e-29,9.71168414789678e-27,"LOC105055678"
"LOC105041252",217.055571860632,4.71736833285193,0.419107195402665,11.2557560084828,2.16957629713609e-29,1.19686528508839e-26,"LOC105041252"
"LOC140852467",824.583164473939,3.77319539091817,0.337401084613709,11.183115772251,4.93271664112192e-29,2.65638535687847e-26,"LOC140852467"
"LOC105056442",399.206565613701,-4.87450155278721,0.437031428409606,-11.1536636404524,6.87175258791388e-29,3.6145418612427e-26,"LOC105056442"
"LOC105057231",2041.15333990803,3.22589444969514,0.289926053092183,11.1266111316649,9.31083320487594e-29,4.78619148699736e-26,"LOC105057231"
"LOC105059334",452.762640414216,4.34063946857861,0.395064897382219,10.9871555213854,4.4059339028228e-28,2.21452028920102e-25,"LOC105059334"
"LOC105038671",787.396216321506,3.7379261813511,0.3411431676948,10.9570600713164,6.14637140466327e-28,3.022144096319e-25,"LOC105038671"
"LOC105052677",468.231116299219,3.71471844098789,0.339691842207371,10.9355538739143,7.79286465031191e-28,3.75019175873946e-25,"LOC105052677"
"LOC105041573",10223.0257516333,-2.28116032168122,0.209584472949419,-10.884204777096,1.37089881745043e-27,6.45978946939453e-25,"LOC105041573"
"LOC105046561",1455.12279355824,-2.39778018698546,0.221674975520089,-10.816648028763,2.87085755599277e-27,1.32516441227438e-24,"LOC105046561"
"LOC105047077",387.776829514282,-3.2022227430392,0.297068239098796,-10.779418064865,4.30601232712288e-27,1.94786773629731e-24,"LOC105047077"
"LOC105052156",1243.54847438876,-2.90076461399538,0.271434390021652,-10.686798433183,1.17352189037108e-26,5.20445453263003e-24,"LOC105052156"
"LOC105047459",371.879915491233,-4.24435849888529,0.398038782893683,-10.663178266272,1.51335619437924e-26,6.55564821561952e-24,"LOC105047459"
"LOC105040205",1055.88419825407,-2.9237453445436,0.274226564918442,-10.661787436287,1.5361630357584e-26,6.55564821561952e-24,"LOC105040205"
"LOC105032307",782.152781927195,3.26819815759337,0.307062948472566,10.6434142375382,1.87143543222692e-26,7.83854196409417e-24,"LOC105032307"
"LOC105060420",217.694537543755,4.80712851843891,0.451869249380904,10.6383174447587,1.97666465942212e-26,8.12876386669264e-24,"LOC105060420"
"LOC105032745",467.166683855246,3.10448287469789,0.293434239702331,10.5798248965328,3.69648398002167e-26,1.49298347607375e-23,"LOC105032745"
"LOC105048096",1611.97850710613,-2.29049317611708,0.216856964914644,-10.5622301641021,4.45939178334521e-26,1.76951795360881e-23,"LOC105048096"
"LOC105043339",913.283614660509,2.76483620305974,0.262317999095973,10.5400171264961,5.64886105732922e-26,2.20286102404608e-23,"LOC105043339"
"LOC105055726",2049.53248360957,-2.26296002624397,0.214861852630362,-10.5321628690275,6.14070591255152e-26,2.35407603949306e-23,"LOC105055726"
"LOC105032278",1222.14600457361,-2.41457906236685,0.22938627824654,-10.5262576332997,6.53824203498808e-26,2.46469930578934e-23,"LOC105032278"
"LOC105047639",1367.04798523122,-2.25821820124022,0.21633547265484,-10.4385017099954,1.65400573655236e-25,6.13283635235102e-23,"LOC105047639"
"LOC105050692",6087.79818574421,-2.18694035538152,0.21004899226524,-10.4115727088086,2.19563989592651e-25,8.00983599452673e-23,"LOC105050692"
"LOC105045937",2462.29273222104,2.17505718283408,0.209017752072353,10.4060882928315,2.32583119691782e-25,8.30783987063728e-23,"LOC105045937"
"LOC105047849",1076.30497224246,-2.85733071512619,0.274609420723011,-10.405071710953,2.35079030736929e-25,8.30783987063728e-23,"LOC105047849"
"LOC105047853",3097.90440867169,2.20996984572991,0.212611312768054,10.3944132462079,2.62900016351848e-25,9.14811164591709e-23,"LOC105047853"
"LOC105058492",5839.98659553658,3.26044526724762,0.313920281527537,10.3862205123615,2.86481344323096e-25,9.81762885742393e-23,"LOC105058492"
"LOC105060757",358.562158729457,-3.33841658434632,0.322335601270242,-10.3569589309728,3.89137863528208e-25,1.31365973093746e-22,"LOC105060757"
"LOC105044187",1800.55926968266,2.1571917616412,0.208756764670908,10.3335178864353,4.97035905369802e-25,1.65322913347856e-22,"LOC105044187"
"LOC105040594",3610.64519804298,-2.2680076502761,0.219543289785387,-10.3305714899926,5.12543010126154e-25,1.6801011308744e-22,"LOC105040594"
"LOC105057176",2878.27606200314,-2.53037430356847,0.245190551949254,-10.3200318423859,5.72041832104781e-25,1.84834887979228e-22,"LOC105057176"
"LOC105053187",304.115635553385,4.16620811149237,0.404772822129458,10.2927071278513,7.60088027829451e-25,2.42136211456993e-22,"LOC105053187"
"LOC105049870",5374.44279484359,-2.0835873112634,0.202536511612161,-10.2874651818497,8.02614520061467e-25,2.52132433538198e-22,"LOC105049870"
"LOC105051253",728.369114648048,2.48919209339731,0.242451425467888,10.266766172208,9.94836402555636e-25,3.08235750041142e-22,"LOC105051253"
"LOC105059622",163.011113737572,-5.44330426832097,0.531369631501067,-10.2439129856634,1.26033573342797e-24,3.85219913765861e-22,"LOC105059622"
"LOC105038205",872.158648503623,-2.72368529424864,0.266471338060918,-10.2213067794405,1.59180333745201e-24,4.80045438486528e-22,"LOC105038205"
"LOC105046895",10455.7879371582,-1.95204804974134,0.192056204983836,-10.1639415915025,2.87224512415609e-24,8.54795266028454e-22,"LOC105046895"
"LOC105048552",966.573569266424,2.6767400411632,0.263884422829041,10.1436076160408,3.53787447486628e-24,1.03921616717566e-21,"LOC105048552"
"LOC140857134",1658.34470451581,-2.29528479747347,0.226789393140353,-10.1207766628353,4.46855517217812e-24,1.29576642159391e-21,"LOC140857134"
"LOC105059017",467.802275044355,-2.85466320104241,0.282299161857893,-10.1121915568401,4.87806690421371e-24,1.39660907898109e-21,"LOC105059017"
"LOC105047508",365.481065473926,-3.32949534648549,0.329304413527975,-10.1106915355771,4.95333938318753e-24,1.4004328771117e-21,"LOC105047508"
"LOC105033259",801.862271437951,3.26806255189705,0.324107685665069,10.0832615098003,6.55146116052428e-24,1.82939442628072e-21,"LOC105033259"
"LOC140850811",5232.09702880301,-2.15098029704213,0.213897881662461,-10.0561084585048,8.63442010101208e-24,2.3816257785938e-21,"LOC140850811"
"LOC105035990",1859.86908525872,-2.11378588834897,0.21130269387577,-10.0035917648627,1.46967722665591e-23,4.00495897741005e-21,"LOC105035990"
"LOC105041939",4382.79966895307,-2.65203988014068,0.265418691841333,-9.99191074954912,1.65362982455881e-23,4.45259516331799e-21,"LOC105041939"
"LOC105042013",4465.51918144552,-2.07318559103474,0.207768514539394,-9.97834342528184,1.89605799971601e-23,5.04529880442078e-21,"LOC105042013"
"LOC105054212",1233.26484963958,-2.66464236031574,0.268987917506209,-9.90617863069717,3.91328313263844e-23,1.02919346388391e-20,"LOC105054212"
"LOC105045820",1334.99766873475,-2.54922710076768,0.257792423734227,-9.88868122593015,4.66127739788665e-23,1.21182496764828e-20,"LOC105045820"
"LOC140857898",189.432202928086,4.99412053606034,0.505392882967485,9.88165980244254,4.99978020246379e-23,1.28505714340143e-20,"LOC140857898"
"LOC105041187",643.09014152163,-2.47330961327623,0.250780589258644,-9.86244438051531,6.05568807546918e-23,1.53896126843777e-20,"LOC105041187"
"LOC105039727",988.51884851652,2.35665744955567,0.239646573636708,9.83388751941118,8.045182802095e-23,2.0218438290865e-20,"LOC105039727"
"LOC105053271",2119.50422226135,-2.2011197260133,0.224096893071556,-9.82217868281851,9.03690028601035e-23,2.24611660075805e-20,"LOC105053271"
"LOC105040251",575.843364562332,-2.47357300226314,0.255057740942264,-9.69809029565221,3.07194380965001e-22,7.55230707463739e-20,"LOC105040251"
"LOC105052616",690.41519832679,2.86311400211293,0.296820355732723,9.64594896143536,5.11360150493739e-22,1.24364987998574e-19,"LOC105052616"
"LOC105057113",186.049876892709,5.62197185114945,0.582995551371558,9.64325000066153,5.24989707646101e-22,1.26321459654676e-19,"LOC105057113"
"LOC105054588",1050.44777170716,3.13138110714023,0.325042500783084,9.63375896873853,5.75835811630506e-22,1.37097414604829e-19,"LOC105054588"
"LOC105045832",618.612864662054,-2.77744589700208,0.289369795041552,-9.59825781610431,8.13070635438994e-22,1.89732836393171e-19,"LOC105045832"
"LOC105046857",1205.67181088582,-2.53726911420826,0.264349007956952,-9.59817906568972,8.13691976750269e-22,1.89732836393171e-19,"LOC105046857"
"LOC105035033",7198.13546813349,-1.98537390441884,0.207162877440153,-9.58363742071689,9.36860466651002e-22,2.16223571782779e-19,"LOC105035033"
"LOC105039449",4503.43929044296,-2.10741639886047,0.220782980800073,-9.54519406896136,1.35853004897013e-21,3.1037608734956e-19,"LOC105039449"
"LOC105033038",3531.7893284286,-1.94937880249188,0.204715939598773,-9.52235964777589,1.69290609855193e-21,3.82901501370476e-19,"LOC105033038"
"LOC105056606",3522.92329001498,2.04045101499023,0.214645408527637,9.5061479720751,1.97853534941e-21,4.4307438151441e-19,"LOC105056606"
"LOC105039132",3402.22358157665,3.25938977575887,0.343688404897235,9.48356048477529,2.45751481454985e-21,5.44941863485182e-19,"LOC105039132"
"LOC105041111",1553.83843975271,-2.10732978331884,0.222257596267782,-9.4814747333984,2.50714358810551e-21,5.50549258988062e-19,"LOC105041111"
"LOC105057611",11152.4608159553,-2.18372819296937,0.230506937650608,-9.47358988508785,2.70387891917356e-21,5.88041667248727e-19,"LOC105057611"
"LOC105056101",152.258215098535,-4.56902455470286,0.483411683714516,-9.45162210312059,3.3361992364008e-21,7.18649088846794e-19,"LOC105056101"
"LOC105056006",568.827156006417,2.83031269962065,0.300047922872177,9.43286883151126,3.99023074766191e-21,8.51424896703935e-19,"LOC105056006"
"LOC105046338",1185.81322029699,-2.12207052609416,0.225702355202148,-9.40207524282834,5.34973360168451e-21,1.13084368787757e-18,"LOC105046338"
"LOC105045611",4427.23176018735,-1.95460559073893,0.209293395997157,-9.33906959379395,9.71843377738126e-21,2.03529199237786e-18,"LOC105045611"
"LOC105057626",998.451145791065,2.70837337043606,0.290559424967818,9.32123737075827,1.14991315397836e-20,2.38612254281491e-18,"LOC105057626"
"LOC105058729",200.694017608811,3.81268228650147,0.40914195676791,9.31872721297136,1.17744225607728e-20,2.42103535890509e-18,"LOC105058729"
"LOC105054467",1802.32173966048,-2.02772924532283,0.217633265280074,-9.31718431331409,1.19468571292681e-20,2.43436049143951e-18,"LOC105054467"
"LOC105032419",320.876735052684,2.87024473698296,0.308567114988595,9.30184908747989,1.38024078279565e-20,2.78734696654214e-18,"LOC105032419"
"LOC105034068",825.139699045338,3.18954829580617,0.343747959023658,9.27874104290072,1.71492833528826e-20,3.43258841482742e-18,"LOC105034068"
"LOC105056682",3751.85459298745,-2.4804567023306,0.26746274896246,-9.27402680168648,1.79247872382291e-20,3.55634068205497e-18,"LOC105056682"
"LOC105046142",310.561222421563,3.32167953376702,0.35956382293881,9.23808047933761,2.50958721629868e-20,4.93581249202119e-18,"LOC105046142"
"LOC105052508",167.752222308849,4.28824414959554,0.464655777243868,9.22886222362605,2.73521756838926e-20,5.33320266912313e-18,"LOC105052508"
"LOC105056700",2412.54021023066,-1.92210372263829,0.210590800778172,-9.12719698835732,7.02957339189697e-20,1.35893069211902e-17,"LOC105056700"
"LOC105034821",235.975747717175,3.07518909426687,0.338291191284838,9.09036112524015,9.8710643203718e-20,1.89206553218788e-17,"LOC105034821"
"LOC105033956",1131.49204199545,2.9662674988264,0.326652245063056,9.08081160824043,1.07768213666364e-19,2.04832055185363e-17,"LOC105033956"
"LOC105046284",6501.42938430886,-2.01612414063994,0.222220714626066,-9.07262018319265,1.16188720391289e-19,2.18996373150849e-17,"LOC105046284"
"LOC105049082",352.907458370879,-3.11360559278116,0.345895438302554,-9.00158038527729,2.22491480249378e-19,4.15167522795896e-17,"LOC105049082"
"LOC105032198",1310.22558708112,-2.26866400551621,0.252049449825074,-9.00086870687755,2.23938623136879e-19,4.15167522795896e-17,"LOC105032198"
"LOC105053163",555.759290993804,-2.303023656003,0.256378570100288,-8.9829023350201,2.63716593379132e-19,4.84938366589367e-17,"LOC105053163"
"LOC105046761",1840.64454086417,-2.04865524549204,0.228605066837463,-8.96154785120587,3.20152215897877e-19,5.83967969288562e-17,"LOC105046761"
"LOC105058955",6689.17752146958,-1.8550707090766,0.207091828083805,-8.95772047714939,3.31459481273612e-19,5.99756043795725e-17,"LOC105058955"
"LOC105049559",726.635673108765,-2.17042073974334,0.242448771369398,-8.95207976301295,3.48846743832611e-19,6.26207591429047e-17,"LOC105049559"
"LOC105033631",1472.95738190683,-2.58074925306518,0.288331743339938,-8.95062480173236,3.53475891435051e-19,6.29521079722676e-17,"LOC105033631"
"LOC105058589",1613.905194583,-2.25859578293459,0.252379793195993,-8.94919420581589,3.58086676257402e-19,6.32750347155463e-17,"LOC105058589"
"LOC105044837",349.338960577733,2.89329318449094,0.323519153412638,8.94318977399351,3.7809565917212e-19,6.6095663510526e-17,"LOC105044837"
"LOC105055602",375.422055805612,3.00066510897555,0.33554481650361,8.94266566309261,3.79893724306675e-19,6.6095663510526e-17,"LOC105055602"
"LOC105049431",1853.28017369294,-7.02159568504721,0.786575619596496,-8.92679039384567,4.38547268052638e-19,7.57180313649968e-17,"LOC105049431"
"LOC105050545",149.752596839204,4.11143309952514,0.460639737823683,8.92548506333784,4.43750265040517e-19,7.60359355658061e-17,"LOC105050545"
"LOC105055900",1045.44818738124,2.3179517202834,0.260850047592293,8.88614643423925,6.32649629766315e-19,1.07588491173342e-16,"LOC105055900"
"LOC105044018",3135.31523475946,-2.04024924924551,0.229828020293697,-8.87728679313459,6.85109908481091e-19,1.15640417238995e-16,"LOC105044018"
"LOC105053284",265.709475429405,3.36601579676544,0.379997244123519,8.85800054821268,8.14623163344873e-19,1.36153477050791e-16,"LOC105053284"
"LOC105050764",2316.93053530775,2.36657931306204,0.267185269805628,8.85744680005629,8.18678613445377e-19,1.36153477050791e-16,"LOC105050764"
"LOC105040867",1211.43233649679,-2.30627074286487,0.260504866066408,-8.85308124062813,8.51356470807082e-19,1.40554603333683e-16,"LOC105040867"
"LOC105054306",135.490678622627,-4.31468935306038,0.487574035208305,-8.84930090917787,8.80692204244375e-19,1.4434417591014e-16,"LOC105054306"
"LOC105054759",1151.06695082355,2.22222140815794,0.251366174222646,8.84057457225575,9.52276035301525e-19,1.54953808391726e-16,"LOC105054759"
"LOC105044907",2610.32188227197,3.17879998016262,0.359891871532123,8.83265289274222,1.02221857081543e-18,1.65146711676453e-16,"LOC105044907"
"LOC105061039",2246.72506440613,-2.19453760991916,0.248544385782701,-8.82956017295765,1.0508813847108e-18,1.68066897145842e-16,"LOC105061039"
"LOC105057692",3981.32987303704,-2.11226707748547,0.239239061528821,-8.82910618352769,1.05515515937349e-18,1.68066897145842e-16,"LOC105057692"
"LOC105039824",3396.47934401535,1.89281375917746,0.215250593717919,8.79353560184809,1.44925654128801e-18,2.29225765390576e-16,"LOC105039824"
"LOC105056064",344.123598592303,-2.7577253202222,0.313758623414433,-8.78932119924434,1.50466309959747e-18,2.3633659712983e-16,"LOC105056064"
"LOC105060189",2069.16868004391,-1.86218865237277,0.212051685831337,-8.78176773305133,1.60925145313024e-18,2.5102103011655e-16,"LOC105060189"
"LOC105034254",784.658756407499,-3.41405788430681,0.38921249884975,-8.77170670108609,1.75978299244964e-18,2.72621724131685e-16,"LOC105034254"
"LOC105041113",15433.142137385,-1.69208832192917,0.193091276381557,-8.76315260657106,1.89864355899269e-18,2.9213278923331e-16,"LOC105041113"
"LOC105052202",1842.32343702585,1.94453031152792,0.222683819907826,8.73224786754964,2.49660344572831e-18,3.8154173469921e-16,"LOC105052202"
"LOC105054265",161.010683554882,-3.86712165087318,0.443220826876821,-8.72504498067714,2.66074850689948e-18,4.03898051872835e-16,"LOC105054265"
"LOC105056778",652.611021095912,-2.23624317096372,0.256907260217425,-8.70447635100366,3.19044355092669e-18,4.81076348232399e-16,"LOC105056778"
"LOC105039114",165.101881825641,4.42405624865899,0.510564191378156,8.66503433528549,4.51376943286403e-18,6.76108854519991e-16,"LOC105039114"
"LOC105048425",865.971697803943,3.01150706470744,0.34768555602714,8.66158231914692,4.65260356847688e-18,6.92319654682962e-16,"LOC105048425"
"LOC105059082",1715.98364952085,-1.86585320182723,0.215513607626964,-8.65770483067066,4.81358047125775e-18,7.11591915679136e-16,"LOC105059082"
"LOC105034076",293.171833249515,2.90291548912805,0.335416683924534,8.65465442911952,4.94407343785936e-18,7.26136707905864e-16,"LOC105034076"
"LOC105048092",4099.00596523142,-1.7978959352992,0.208224243131431,-8.6344217573377,5.90248455501086e-18,8.61305778485391e-16,"LOC105048092"
"LOC105047169",4119.6370651986,1.80019886987787,0.208966176858752,8.61478588037091,7.00724277983579e-18,1.01596036663029e-15,"LOC105047169"
"LOC105056062",280.101221827835,3.42036073347473,0.397323825282798,8.60849643496778,7.40250606334339e-18,1.06643237032294e-15,"LOC105056062"
"LOC105042635",254.919412332369,3.25752930595514,0.379306996429082,8.58810761895394,8.84134367447855e-18,1.26565513436301e-15,"LOC105042635"
"LOC140856479",260.962805262277,-3.52432318594247,0.410520730386797,-8.58500661494441,9.08312019573156e-18,1.29208812947834e-15,"LOC140856479"
"LOC105032994",16969.5740415809,-1.6213357565421,0.189258495294628,-8.56677928257903,1.06419593304833e-17,1.50437397585545e-15,"LOC105032994"
"LOC105057565",5364.33939502523,-1.75846750133701,0.20531869621079,-8.56457562701294,1.08474616738417e-17,1.52389992632889e-15,"LOC105057565"
"LOC105056942",241.404167135564,3.00856371526565,0.351859727949902,8.55046337014735,1.22595335853087e-17,1.71164278168218e-15,"LOC105056942"
"LOC105044840",295.528639182721,3.27850188787496,0.383831669698361,8.54150959052287,1.32479600202228e-17,1.83829668550552e-15,"LOC105044840"
"LOC105036473",236.565501494932,-2.93637949515527,0.34392300543079,-8.5378978689641,1.36685649834069e-17,1.88509513899206e-15,"LOC105036473"
"LOC105035639",534.789113566973,-3.16053337005229,0.370426165888285,-8.53215474795984,1.43646729739985e-17,1.96230755643856e-15,"LOC105035639"
"LOC105052291",52285.8407641991,1.78087665497102,0.208732642151915,8.53185508797854,1.44019389145283e-17,1.96230755643856e-15,"LOC105052291"
"LOC105047936",275.150158278844,2.65950637054939,0.312106386042412,8.52115332939067,1.5797223287217e-17,2.13953051682799e-15,"LOC105047936"
"LOC109505632",5697.34499702689,1.71268197429838,0.20154516912257,8.4977575089225,1.93288364459965e-17,2.60225965914017e-15,"LOC109505632"
"LOC105040278",275.388500359905,-2.91702089030183,0.343325549774839,-8.49636996784794,1.95611837181658e-17,2.61795771205606e-15,"LOC105040278"
"LOC140855540",242.334357252848,-3.37815362743411,0.39889879923203,-8.4686984115716,2.48150255199091e-17,3.30156616005473e-15,"LOC140855540"
"LOC105053634",1783.520430219,-2.10347992912698,0.249214479810506,-8.44044026144226,3.16144598365103e-17,4.18161317299526e-15,"LOC105053634"
"LOC105056794",143.890095462663,4.44602114294054,0.527329659871062,8.43119870031137,3.42142230758286e-17,4.49917033447146e-15,"LOC105056794"
"LOC105045999",4893.93636427215,-1.76838805721323,0.210032814343667,-8.41957987726478,3.77836776490944e-17,4.93983364778738e-15,"LOC105045999"
"LOC105041362",261.975600994803,-2.93714820454711,0.350139985792205,-8.38849695472999,4.92396820279318e-17,6.40059269027449e-15,"LOC105041362"
"LOC105045747",1620.3096495224,-2.17779415993297,0.260416123131353,-8.3627470286642,6.12745078409651e-17,7.91946753341114e-15,"LOC105045747"
"LOC105046368",103.902355433486,4.35180687792389,0.521572636889093,8.34362573903441,7.2046759402241e-17,9.258827296363e-15,"LOC105046368"
"LOC140854100",120.711869009013,-3.99930681149652,0.479393446546186,-8.34243112898127,7.27785559185623e-17,9.300030382859e-15,"LOC140854100"
"LOC105059286",629.249657295291,-2.20941625536226,0.265647904117303,-8.31708521361658,9.0152937245613e-17,1.14555007562993e-14,"LOC105059286"
"LOC105054973",1192.33485068987,2.16592934434457,0.260531659291695,8.31349767714626,9.29218408234882e-17,1.17413753952271e-14,"LOC105054973"
"LOC105042547",6937.82349804485,-1.9080975438404,0.229850969576741,-8.30145527492907,1.0284376844644e-16,1.29105881634738e-14,"LOC105042547"
"LOC114914293",154.395842375704,4.11877813900451,0.496183910557049,8.30091031041393,1.03316670686567e-16,1.29105881634738e-14,"LOC114914293"
"LOC105034344",364.545737046434,2.4774427057206,0.299295919788911,8.27756926144499,1.2571501510502e-16,1.56231989650842e-14,"LOC105034344"
"LOC105041695",121.250312566413,7.09869958875711,0.860728040536916,8.24732000636229,1.61986219014308e-16,2.00207885336919e-14,"LOC105041695"
"LOC105052341",691.066033039689,-2.50565341300777,0.305135295232058,-8.21161449416136,2.1823397633858e-16,2.68261743305761e-14,"LOC105052341"
"LOC105049532",68725.2439835846,-1.6438873661821,0.200811443578863,-8.18622353828411,2.69550857994841e-16,3.29370534729048e-14,"LOC105049532"
"LOC105053017",902.838619239734,-1.95421070421876,0.238736443416146,-8.18564051744853,2.70859136349822e-16,3.29370534729048e-14,"LOC105053017"
"LOC105038141",10790.0760273318,1.58312716999651,0.193971296839158,8.16165688323076,3.30459811542028e-16,3.9969732713677e-14,"LOC105038141"
"LOC105043604",184.71082310884,3.05386249774614,0.37430816246877,8.15868528648755,3.38690852907075e-16,4.0747392080065e-14,"LOC105043604"
"LOC105048279",459.74218930415,-2.26874975863838,0.278100053485703,-8.15803424056159,3.40520995881797e-16,4.07508142055792e-14,"LOC105048279"
"LOC105054116",230.539675351189,-2.85576210144404,0.351434810797671,-8.12600804957869,4.4365958315378e-16,5.2814170798801e-14,"LOC105054116"
"LOC105033288",109.770825756901,4.46556324264768,0.550166898532761,8.11674285486256,4.78861925605271e-16,5.67062776614661e-14,"LOC105033288"
"LOC105036334",511.932294235926,2.82134462211098,0.348533756140079,8.09489632613104,5.73131437970175e-16,6.75160774167157e-14,"LOC105036334"
"LOC105040895",723.464211061125,2.53145558730623,0.313057343773455,8.08623607673017,6.15368549452324e-16,7.21160924948842e-14,"LOC105040895"
"LOC105053957",5824.47485980304,1.76599458668236,0.218547565583521,8.08059601106587,6.44509912039807e-16,7.5141882425342e-14,"LOC105053957"
